id,latitude,longitude,cluster
337,39.690848,-104.965034,wash_park
338,39.854397,-104.675129,airport
339,39.70521,-104.963779,wash_park
340,39.871565,-104.665164,airport
341,39.743486,-104.966626,downtown
342,39.752094,-104.969678,downtown
343,39.74272,-104.995512,downtown
344,39.739175,-104.982869,downtown
345,39.857808,-104.673365,airport
346,39.70567,-104.959416,wash_park
347,39.75477,-104.983916,downtown
348,39.74769,-104.968643,city_park
349,39.700211,-104.970479,wash_park
350,39.750804,-104.956202,city_park
351,39.713142,-104.980808,wash_park
352,39.751453,-104.955953,city_park
353,39.735594,-104.944413,city_park
354,39.751295,-104.95752,city_park
355,39.736335,-104.993083,downtown
356,39.730748,-105.001528,downtown
357,39.751491,-104.990798,downtown
358,39.744396,-104.958373,city_park
359,39.713732,-104.983903,wash_park
360,39.703732,-104.97821,wash_park
361,39.749226,-104.944182,city_park
362,39.744138,-104.952298,city_park
363,39.743076,-104.965006,city_park
364,39.7425,-104.992381,downtown
365,39.708755,-104.96701,wash_park
366,39.709825,-104.984162,wash_park
367,39.847818,-104.67775,airport
368,39.730235,-104.976175,downtown
369,39.715798,-104.984135,wash_park
370,39.764983,-104.89159,central_park
371,39.859492,-104.65663,airport
372,39.754225,-104.975721,downtown
373,39.749034,-104.97063,city_park
374,39.720252,-104.996875,wash_park
375,39.694154,-104.981269,wash_park
376,39.756172,-105.000027,downtown
377,39.745795,-104.973367,downtown
378,39.738608,-104.989178,downtown
379,39.763245,-104.889916,central_park
380,39.737528,-104.992523,downtown
381,39.707268,-104.957777,wash_park
382,39.728249,-104.976315,downtown
383,39.70116,-104.972084,wash_park
384,39.746822,-104.976394,downtown
385,39.854061,-104.656197,airport
386,39.740536,-104.951586,city_park
387,39.713004,-104.961658,wash_park
388,39.734184,-105.002782,downtown
389,39.865724,-104.670312,airport
390,39.86456,-104.673209,airport
391,39.744199,-104.9833,downtown
392,39.75576,-104.989334,downtown
393,39.727817,-104.977506,downtown
394,39.75706,-104.973825,city_park
395,39.741099,-104.992993,downtown
396,39.756714,-105.001655,downtown
397,39.842019,-104.682097,airport
398,39.749539,-104.953369,city_park
399,39.743597,-105.006092,downtown
400,39.708761,-104.97249,wash_park
401,39.70556,-104.954014,wash_park
402,39.741164,-104.9487,city_park
403,39.736175,-104.983988,downtown
404,39.757007,-104.945588,city_park
405,39.763075,-104.869303,central_park
406,39.707918,-104.978085,wash_park
407,39.743618,-104.974888,downtown
408,39.701507,-104.976211,wash_park
409,39.688253,-104.969257,wash_park
410,39.683449,-104.9614,wash_park
411,39.846863,-104.68632,airport
412,39.768511,-104.889922,central_park
413,39.73126,-104.98668,downtown
414,39.750366,-104.985364,downtown
415,39.735932,-104.989078,downtown
416,39.722707,-104.958881,wash_park
417,39.763578,-104.89444,central_park
418,39.731305,-104.962115,city_park
419,39.755182,-104.878209,central_park
420,39.851164,-104.661419,airport
421,39.743526,-104.988174,downtown
422,39.763731,-104.869185,central_park
423,39.751528,-104.946996,city_park
424,39.736707,-104.949578,city_park
425,39.733512,-104.983287,downtown
426,39.740885,-104.941235,city_park
427,39.702779,-104.97354,wash_park
428,39.735643,-104.999135,downtown
429,39.692945,-104.991743,wash_park
430,39.765887,-104.871261,central_park
431,39.723823,-104.964842,downtown
432,39.845635,-104.663569,airport
433,39.768944,-104.87414,central_park
434,39.710758,-104.986482,wash_park
435,39.703928,-104.988205,wash_park
436,39.741622,-104.965,city_park
437,39.743902,-104.94925,city_park
438,39.750123,-104.994772,downtown
439,39.741801,-104.986642,downtown
440,39.718816,-104.957772,wash_park
441,39.707066,-104.972222,wash_park
442,39.739742,-104.996627,downtown
443,39.757884,-104.935714,city_park
444,39.707181,-104.976728,wash_park
445,39.735274,-104.945424,city_park
446,39.731508,-104.986924,downtown
447,39.693273,-104.965323,wash_park
448,39.743251,-105.002897,downtown
449,39.688642,-104.94852,wash_park
450,39.764599,-104.882672,central_park
451,39.722351,-104.960364,city_park
452,39.706728,-104.976213,wash_park
453,39.726339,-105.009239,downtown
454,39.871559,-104.659755,airport
455,39.768791,-104.865126,central_park
456,39.743876,-104.994098,downtown
457,39.754688,-104.957809,city_park
458,39.746638,-104.952738,city_park
459,39.731867,-104.990411,downtown
460,39.77081,-104.88297,central_park
461,39.7802,-104.899729,central_park
462,39.710337,-104.962492,wash_park
463,39.703183,-104.976187,wash_park
464,39.704027,-104.969609,wash_park
465,39.738494,-104.967537,downtown
466,39.746254,-104.96955,city_park
467,39.737193,-104.980431,downtown
468,39.723635,-104.980005,downtown
469,39.764649,-104.93829,city_park
470,39.868072,-104.672211,airport
471,39.745766,-104.980328,downtown
472,39.856715,-104.661265,airport
473,39.879383,-104.657031,airport
474,39.72746,-104.992627,downtown
475,39.76312,-104.888985,central_park
476,39.729466,-104.980443,city_park
477,39.756736,-104.988145,downtown
478,39.737695,-105.007085,downtown
479,39.704164,-104.980743,wash_park
480,39.721634,-104.99657,downtown
481,39.741235,-105.00349,downtown
482,39.843741,-104.689843,airport
483,39.741012,-105.003396,downtown
484,39.745619,-104.988124,downtown
485,39.750197,-104.996172,downtown
486,39.765134,-104.88745,central_park
487,39.708399,-104.959486,wash_park
488,39.710973,-104.978049,wash_park
489,39.725024,-104.971727,downtown
490,39.712799,-104.977293,wash_park
491,39.760771,-104.884664,central_park
492,39.754658,-104.887606,central_park
493,39.716946,-104.962244,wash_park
494,39.696554,-104.972977,wash_park
495,39.734657,-104.999,downtown
496,39.842419,-104.66548,airport
497,39.76749,-104.948625,city_park
498,39.756012,-104.955112,city_park
499,39.77624,-104.886524,central_park
500,39.844359,-104.657373,airport
501,39.861408,-104.675647,airport
502,39.85662,-104.676832,airport
503,39.740902,-105.001579,downtown
504,39.735567,-104.961708,city_park
505,39.865252,-104.677358,airport
506,39.694022,-104.9766,wash_park
507,39.743529,-104.962343,city_park
508,39.738143,-105.004352,downtown
509,39.740787,-104.958533,city_park
510,39.707574,-104.976979,downtown
511,39.749261,-104.997289,downtown
512,39.745804,-105.00081,downtown
513,39.768466,-104.883261,central_park
514,39.861056,-104.68239,airport
515,39.750674,-104.984348,downtown
516,39.781881,-104.900218,central_park
517,39.760978,-104.90123,central_park
518,39.752844,-104.949447,city_park
519,39.739779,-104.992981,downtown
520,39.843838,-104.657815,airport
521,39.852861,-104.676996,airport
522,39.755131,-104.990349,downtown
523,39.750237,-104.977182,city_park
524,39.753325,-104.993271,downtown
525,39.744092,-104.964983,city_park
526,39.775201,-104.901839,central_park
527,39.749608,-104.992988,downtown
528,39.77734,-104.882892,central_park
529,39.74371,-104.981194,downtown
530,39.691505,-104.946497,wash_park
531,39.776806,-104.892509,central_park
532,39.85119,-104.675649,airport
533,39.727643,-104.993261,downtown
534,39.744602,-104.992791,downtown
535,39.853599,-104.689781,airport
536,39.687795,-104.978723,wash_park
537,39.752942,-104.985457,downtown
538,39.846166,-104.690355,airport
539,39.740459,-104.965799,city_park
540,39.849919,-104.644565,airport
541,39.753121,-104.972173,city_park
542,39.742352,-104.988433,downtown
543,39.741278,-104.954199,city_park
544,39.85,-104.656055,airport
545,39.722451,-104.995064,wash_park
546,39.730376,-104.979101,downtown
547,39.731485,-104.98832,downtown
548,39.745995,-104.984622,downtown
549,39.742345,-104.961011,city_park
550,39.777287,-104.875986,central_park
551,39.849584,-104.654895,airport
552,39.736297,-104.956303,city_park
553,39.763047,-104.986103,downtown
554,39.754809,-104.956736,city_park
555,39.759103,-104.950621,city_park
556,39.766117,-104.896158,central_park
557,39.754088,-104.96544,city_park
558,39.770107,-104.905185,central_park
559,39.737457,-104.945879,city_park
560,39.735508,-104.991839,downtown
561,39.748732,-104.964681,city_park
562,39.77037,-104.890467,central_park
563,39.758511,-104.871792,central_park
564,39.754752,-104.997832,downtown
565,39.727444,-104.991109,downtown
566,39.745065,-104.982108,downtown
567,39.734842,-104.950626,city_park
568,39.741516,-104.940408,city_park
569,39.755569,-104.99146,downtown
570,39.729505,-104.97101,downtown
571,39.745836,-104.964792,city_park
572,39.694867,-104.95678,wash_park
573,39.757061,-104.895754,central_park
574,39.704118,-104.97258,wash_park
575,39.765105,-104.959309,city_park
576,39.690877,-104.978991,wash_park
577,39.862845,-104.658865,airport
578,39.859165,-104.679403,airport
579,39.879956,-104.667946,airport
580,39.747815,-104.989064,downtown
581,39.735446,-105.001783,downtown
582,39.722828,-104.98167,wash_park
583,39.710039,-104.967505,wash_park
584,39.732507,-104.974549,downtown
585,39.745595,-104.948185,city_park
586,39.767373,-104.875612,central_park
587,39.702391,-104.986944,wash_park
588,39.851067,-104.678701,airport
589,39.732533,-104.993357,downtown
590,39.770066,-104.875529,central_park
591,39.736763,-105.000363,downtown
592,39.755491,-104.99895,downtown
593,39.750032,-104.977803,downtown
594,39.766327,-104.957756,city_park
595,39.775287,-104.894361,central_park
596,39.73714,-105.001086,downtown
597,39.747538,-104.941306,city_park
598,39.716627,-104.996997,downtown
599,39.865097,-104.661096,airport
600,39.856805,-104.655855,airport
601,39.745874,-104.958004,city_park
602,39.747062,-104.960409,city_park
603,39.717637,-104.969506,wash_park
604,39.753004,-104.869507,central_park
605,39.765897,-104.88387,central_park
606,39.766269,-104.869409,central_park
607,39.783556,-104.876643,central_park
608,39.744051,-104.982789,city_park
609,39.781883,-104.86288,central_park
610,39.769183,-105.010187,downtown
611,39.724522,-104.954183,city_park
612,39.790792,-104.896004,central_park
613,39.734863,-104.992668,downtown
614,39.766023,-104.849772,central_park
615,39.724397,-104.953916,city_park
616,39.766086,-104.883432,central_park
617,39.744991,-104.97896,downtown
618,39.745574,-104.972252,downtown
619,39.689675,-104.978342,wash_park
620,39.75239,-105.010405,downtown
621,39.70076,-104.97049,wash_park
622,39.858293,-104.667641,airport
623,39.739295,-104.980972,downtown
624,39.739786,-105.020074,downtown
625,39.738943,-104.992094,downtown
626,39.85484,-104.677723,airport
627,39.735637,-104.978835,downtown
628,39.760329,-104.966458,city_park
629,39.755675,-104.972329,downtown
630,39.733913,-104.995867,downtown
631,39.748685,-104.973956,downtown
632,39.8452,-104.666058,airport
633,39.733637,-104.95914,city_park
634,39.739467,-104.970184,downtown
635,39.781973,-104.878576,central_park
636,39.716367,-104.962711,wash_park
637,39.72786,-104.9945,downtown
638,39.861349,-104.665048,airport
639,39.753052,-104.949571,city_park
640,39.866152,-104.665944,airport
641,39.69351,-104.965847,wash_park
642,39.758416,-104.950256,city_park
643,39.703322,-104.98188,wash_park
644,39.704654,-104.985764,wash_park
645,39.737169,-104.98669,downtown
646,39.775967,-104.886813,central_park
647,39.782551,-104.882563,central_park
648,39.707749,-105.003056,wash_park
649,39.828517,-104.655601,airport
650,39.762874,-104.974098,city_park
651,39.74196,-104.971115,city_park
652,39.742733,-104.964118,city_park
653,39.727266,-104.993715,downtown
654,39.705142,-104.969014,wash_park
655,39.734723,-104.973168,downtown
656,39.729753,-104.959453,city_park
657,39.734638,-104.982369,downtown
658,39.771735,-104.8908,central_park
659,39.690103,-104.960061,wash_park
660,39.779261,-104.8842,central_park
661,39.752397,-104.986909,downtown
662,39.720664,-104.964065,wash_park
663,39.748688,-104.946641,city_park
664,39.783604,-104.880066,central_park
665,39.745714,-105.008122,downtown
666,39.726998,-105.000649,downtown
667,39.737423,-104.983977,downtown
668,39.85763,-104.663722,airport
669,39.758714,-104.99815,downtown
670,39.765082,-104.894013,central_park
671,39.771473,-104.959954,city_park
672,39.858054,-104.683949,airport
673,39.753752,-104.945598,city_park
674,39.685812,-104.966133,wash_park
675,39.734431,-105.011257,downtown
676,39.748276,-104.897016,central_park
677,39.861065,-104.667019,airport
678,39.72554,-105.011907,downtown
679,39.718424,-104.959423,wash_park
680,39.737468,-104.972462,downtown
681,39.860626,-104.679226,airport
682,39.702944,-104.985153,wash_park
683,39.754139,-104.962896,city_park
684,39.795916,-104.882284,central_park
685,39.801662,-104.853231,central_park
686,39.748634,-104.938675,city_park
687,39.750114,-104.998031,downtown
688,39.695961,-104.959899,wash_park
689,39.74713,-104.940647,city_park
690,39.77097,-104.93534,city_park
691,39.759847,-104.977485,city_park
692,39.736976,-104.947056,city_park
693,39.743929,-104.982896,downtown
694,39.763362,-104.890952,central_park
695,39.734498,-104.980016,downtown
696,39.690419,-104.969923,wash_park
697,39.855246,-104.651443,airport
698,39.765192,-104.895833,central_park
699,39.740898,-104.997318,downtown
700,39.682754,-104.968037,wash_park
701,39.745813,-104.958247,city_park
702,39.752958,-105.014044,downtown
703,39.857028,-104.686024,airport
704,39.706824,-104.951321,wash_park
705,39.729541,-104.990718,downtown
706,39.849184,-104.688093,airport
707,39.746851,-104.954895,city_park
708,39.868344,-104.672604,airport
709,39.741041,-104.990615,downtown
710,39.696678,-104.989308,wash_park
711,39.776021,-104.881636,central_park
712,39.743563,-104.976593,downtown
713,39.703907,-104.958004,wash_park
714,39.737282,-104.94638,city_park
715,39.774794,-104.866993,central_park
716,39.69376,-104.989511,wash_park
717,39.713128,-104.963505,wash_park
718,39.857393,-104.673129,airport
719,39.728532,-104.990289,downtown
720,39.686911,-104.979533,wash_park
721,39.736297,-104.990923,downtown
722,39.75333,-105.00879,downtown
723,39.751764,-104.95364,city_park
724,39.782884,-104.894136,central_park
725,39.747034,-104.994813,downtown
726,39.758231,-104.895424,central_park
727,39.701788,-104.967136,wash_park
728,39.740335,-104.967574,downtown
729,39.755147,-104.961522,city_park
730,39.724052,-104.942381,wash_park
731,39.677937,-104.970162,wash_park
732,39.721572,-104.981473,downtown
733,39.742165,-105.019957,downtown
734,39.748362,-104.957911,city_park
735,39.750802,-104.990949,downtown
736,39.757915,-104.959612,city_park
737,39.853847,-104.678,airport
738,39.860799,-104.691806,airport
739,39.748129,-104.974699,downtown
740,39.855533,-104.68415,airport
741,39.747781,-104.989964,downtown
742,39.747339,-104.948651,city_park
743,39.727131,-104.985478,downtown
744,39.75722,-104.953158,city_park
745,39.731971,-104.996441,downtown
746,39.745425,-104.943521,city_park
747,39.756852,-105.00546,downtown
748,39.767016,-104.888196,central_park
749,39.753443,-104.94722,city_park
750,39.757848,-104.950038,city_park
751,39.744019,-104.954525,city_park
752,39.7395,-104.973496,downtown
753,39.857696,-104.668323,airport
754,39.747726,-104.993708,downtown
755,39.85908,-104.683817,airport
756,39.747123,-105.012091,downtown
757,39.778269,-104.877035,central_park
758,39.77514,-104.875071,central_park
759,39.780641,-104.886945,central_park
760,39.843023,-104.672812,airport
761,39.726093,-104.974779,downtown
762,39.757722,-104.944858,city_park
763,39.841586,-104.678835,airport
764,39.866747,-104.677586,airport
765,39.697314,-104.966244,wash_park
766,39.863583,-104.693109,airport
767,39.733835,-104.954926,city_park
768,39.730595,-105.006273,downtown
769,39.732343,-104.95355,wash_park
770,39.738348,-104.946674,city_park
771,39.768014,-104.899034,central_park
772,39.691501,-104.950301,wash_park
773,39.745277,-104.95886,city_park
774,39.699863,-104.979397,wash_park
775,39.88367,-104.664246,airport
776,39.8426,-104.661871,airport
777,39.771181,-104.88426,central_park
778,39.727132,-104.991273,downtown
779,39.846427,-104.679636,airport
780,39.749865,-104.970836,city_park
781,39.746747,-104.952786,city_park
782,39.717132,-104.974857,downtown
783,39.744348,-104.992716,downtown
784,39.732658,-104.988037,downtown
785,39.737382,-104.953077,city_park
786,39.852554,-104.664495,airport
787,39.719583,-104.954555,wash_park
788,39.853451,-104.680151,airport
789,39.772737,-104.877575,central_park
790,39.715739,-105.001416,downtown
791,39.733917,-104.985995,downtown
792,39.853884,-104.672492,airport
793,39.860453,-104.6585,airport
794,39.746095,-104.962819,city_park
795,39.706297,-104.974023,wash_park
796,39.743662,-104.995862,downtown
797,39.731675,-104.987833,downtown
798,39.758439,-104.887968,central_park
799,39.845923,-104.683973,airport
800,39.747028,-105.004027,downtown
801,39.702706,-104.9797,wash_park
802,39.86072,-104.670433,airport
803,39.737032,-104.983127,downtown
804,39.845715,-104.674549,airport
805,39.734426,-104.985166,downtown
806,39.85109,-104.689897,airport
807,39.761585,-104.889707,central_park
808,39.734877,-104.978226,downtown
809,39.738322,-104.98901,downtown
810,39.749465,-105.01866,downtown
811,39.732814,-104.954424,city_park
812,39.7542,-104.966741,city_park
813,39.755803,-104.986387,downtown
814,39.737268,-104.975577,downtown
815,39.723316,-104.985062,downtown
816,39.700335,-104.971808,wash_park
817,39.742126,-105.012364,downtown
818,39.749284,-104.958141,city_park
819,39.676,-104.980432,wash_park
820,39.747244,-105.00784,downtown
821,39.75013,-104.990357,downtown
